crane,boom,cwt,radius,lift,capacity,location
7T Tadpole,21m,,1.0,,7,Launceston
13T Kato,24m,,1.0,,13,Launceston
40T All Terrain Tadano,35m,1.4T ,1.0,,40,Launceston
40T All Terrain Tadano,35m,6.5T,1.0,,40,Launceston
55T Grove,43m,6.6T,1.0,,55,Launceston
,43m,11.5T C/W,1.0,,9999,Unknown
100T Grove,60m,4.5T C/W,1.0,,100,Launceston
,60m,26.2T,1.0,,9999,Unknown
150T Grove,60m,1T,1.0,,150,Launceston
150T Grove,60m,26.3T,1.0,,150,Launceston
150T Grove,60m,44.56T,1.0,,150,Launceston
250T Grove,78.5m,0T,1.0,,250,Launceston
250T Grove,78.5m,16.5T,1.0,,250,Launceston
250T Grove,78.5m,40T,1.0,,250,Launceston
250T Grove,78.5m,50T,1.0,,250,Launceston
250T Grove,78.5,70T,1.0,,250,Launceston
250T Grove,78.5m,80T,1.0,,250,Launceston
300T Grove,80m,16.5T,1.0,,300,Launceston
300T Grove,80m,35.5T,1.0,,300,Launceston
300T Grove,80m,54.5T,1.0,,300,Launceston
300T Grove,80m,74.5T,1.0,,300,Launceston
300T Grove,80m,92.5T,1.0,,300,Launceston
,,,1.0,,9999,Unknown
2.8T Maeda,8.5m,0,1.0,,2,Hobart
4T Maeda,16.4m,0,1.0,,4,Hobart
13T Kato,24m,0,1.0,,13,Launceston
25T    Kato,31m,0,1.0,,25,Hobart
25T Kato City,29m,0,1.0,,25,Hobart
35T Demag,37.4m,2.5T,1.0,,35,Hobart
35T Demag,37.4m,5.5T,1.0,,35,Hobart
40T Franna,Static,,1.0,35.0,40,Hobart
40T Franna,Mobile,,1.0,35.0,40,Hobart
40T Franna,,,1.0,35.0,40,Hobart
60T Demag,44m,4.6T,1.0,,60,Hobart
60T Demag,44m,11.6T,1.0,,60,Hobart
60T Demag #2,50m,4.7T,1.0,,60,Hobart
60T Demag #2,50m,12.1T,1.0,,60,Hobart
100T Liehbherr,52m,11.5T,1.0,,100,Hobart
100T Liehbherr,52m,35T,1.0,,100,Hobart
220T Tadano,68m,0T,1.0,,220,Hobart
220T Tadano,68m,23.5T,1.0,,220,Hobart
220T Tadano,68m,47T,1.0,,220,Hobart
220T Tadano,68m,71T,1.0,,220,Hobart
250T Grove #2,70m,0T,1.0,,250,Hobart
250T Grove #2,70m,16.5T,1.0,,250,Hobart
250T Grove #2,70m,40T,1.0,,250,Hobart
250T Grove #2,70m,80T,1.0,,250,Hobart
300T Grove,80m,16.5T,1.0,,300,Launceston
300T Grove,80m,35.5T,1.0,,300,Launceston
300T Grove,80m,54.5T,1.0,,300,Launceston
300T Grove,80m,74.5T,1.0,,300,Launceston
300T Grove,80m,92.5T,1.0,,300,Launceston
7T Tadpole,21m,,2.0,4.9,7,Launceston
13T Kato,24m,,2.0,12.0,13,Launceston
40T All Terrain Tadano,35m,1.4T ,2.0,,40,Launceston
40T All Terrain Tadano,35m,6.5T,2.0,,40,Launceston
55T Grove,43m,6.6T,2.0,,55,Launceston
,43m,11.5T C/W,2.0,,9999,Unknown
100T Grove,60m,4.5T C/W,2.0,,100,Launceston
,60m,26.2T,2.0,,9999,Unknown
150T Grove,60m,1T,2.0,,150,Launceston
150T Grove,60m,26.3T,2.0,,150,Launceston
150T Grove,60m,44.56T,2.0,,150,Launceston
250T Grove,78.5m,0T,2.0,,250,Launceston
250T Grove,78.5m,16.5T,2.0,,250,Launceston
250T Grove,78.5m,40T,2.0,,250,Launceston
250T Grove,78.5m,50T,2.0,,250,Launceston
250T Grove,78.5,70T,2.0,,250,Launceston
250T Grove,78.5m,80T,2.0,,250,Launceston
300T Grove,80m,16.5T,2.0,,300,Launceston
300T Grove,80m,35.5T,2.0,,300,Launceston
300T Grove,80m,54.5T,2.0,,300,Launceston
300T Grove,80m,74.5T,2.0,,300,Launceston
300T Grove,80m,92.5T,2.0,,300,Launceston
,,,2.0,,9999,Unknown
2.8T Maeda,8.5m,0,2.0,1.92,2,Hobart
4T Maeda,16.4m,0,2.0,,4,Hobart
13T Kato,24m,0,2.0,12.0,13,Launceston
25T    Kato,31m,0,2.0,,25,Hobart
25T Kato City,29m,0,2.0,,25,Hobart
35T Demag,37.4m,2.5T,2.0,,35,Hobart
35T Demag,37.4m,5.5T,2.0,,35,Hobart
40T Franna,Static,,2.0,35.0,40,Hobart
40T Franna,Mobile,,2.0,34.3,40,Hobart
40T Franna,,,2.0,30.6,40,Hobart
60T Demag,44m,4.6T,2.0,,60,Hobart
60T Demag,44m,11.6T,2.0,,60,Hobart
60T Demag #2,50m,4.7T,2.0,,60,Hobart
60T Demag #2,50m,12.1T,2.0,,60,Hobart
100T Liehbherr,52m,11.5T,2.0,,100,Hobart
100T Liehbherr,52m,35T,2.0,,100,Hobart
220T Tadano,68m,0T,2.0,,220,Hobart
220T Tadano,68m,23.5T,2.0,,220,Hobart
220T Tadano,68m,47T,2.0,,220,Hobart
220T Tadano,68m,71T,2.0,,220,Hobart
250T Grove #2,70m,0T,2.0,,250,Hobart
250T Grove #2,70m,16.5T,2.0,,250,Hobart
250T Grove #2,70m,40T,2.0,,250,Hobart
250T Grove #2,70m,80T,2.0,,250,Hobart
300T Grove,80m,16.5T,2.0,,300,Launceston
300T Grove,80m,35.5T,2.0,,300,Launceston
300T Grove,80m,54.5T,2.0,,300,Launceston
300T Grove,80m,74.5T,2.0,,300,Launceston
300T Grove,80m,92.5T,2.0,,300,Launceston
7T Tadpole,21m,,2.5,4.9,7,Launceston
13T Kato,24m,,2.5,10.0,13,Launceston
40T All Terrain Tadano,35m,1.4T ,2.5,,40,Launceston
40T All Terrain Tadano,35m,6.5T,2.5,,40,Launceston
55T Grove,43m,6.6T,2.5,,55,Launceston
,43m,11.5T C/W,2.5,,9999,Unknown
100T Grove,60m,4.5T C/W,2.5,,100,Launceston
,60m,26.2T,2.5,,9999,Unknown
150T Grove,60m,1T,2.5,,150,Launceston
150T Grove,60m,26.3T,2.5,,150,Launceston
150T Grove,60m,44.56T,2.5,,150,Launceston
250T Grove,78.5m,0T,2.5,,250,Launceston
250T Grove,78.5m,16.5T,2.5,,250,Launceston
250T Grove,78.5m,40T,2.5,,250,Launceston
250T Grove,78.5m,50T,2.5,,250,Launceston
250T Grove,78.5,70T,2.5,,250,Launceston
250T Grove,78.5m,80T,2.5,,250,Launceston
300T Grove,80m,16.5T,2.5,,300,Launceston
300T Grove,80m,35.5T,2.5,,300,Launceston
300T Grove,80m,54.5T,2.5,,300,Launceston
300T Grove,80m,74.5T,2.5,,300,Launceston
300T Grove,80m,92.5T,2.5,,300,Launceston
,,,2.5,,9999,Unknown
2.8T Maeda,8.5m,0,2.5,1.57,2,Hobart
4T Maeda,16.4m,0,2.5,3.83,4,Hobart
13T Kato,24m,0,2.5,10.0,13,Launceston
25T    Kato,31m,0,2.5,20.0,25,Hobart
25T Kato City,29m,0,2.5,25.0,25,Hobart
35T Demag,37.4m,2.5T,2.5,,35,Hobart
35T Demag,37.4m,5.5T,2.5,,35,Hobart
40T Franna,Static,,2.5,30.4,40,Hobart
40T Franna,Mobile,,2.5,27.1,40,Hobart
40T Franna,,,2.5,24.8,40,Hobart
60T Demag,44m,4.6T,2.5,,60,Hobart
60T Demag,44m,11.6T,2.5,,60,Hobart
60T Demag #2,50m,4.7T,2.5,,60,Hobart
60T Demag #2,50m,12.1T,2.5,60.0,60,Hobart
100T Liehbherr,52m,11.5T,2.5,,100,Hobart
100T Liehbherr,52m,35T,2.5,,100,Hobart
220T Tadano,68m,0T,2.5,,220,Hobart
220T Tadano,68m,23.5T,2.5,,220,Hobart
220T Tadano,68m,47T,2.5,,220,Hobart
220T Tadano,68m,71T,2.5,220.0,220,Hobart
250T Grove #2,70m,0T,2.5,,250,Hobart
250T Grove #2,70m,16.5T,2.5,,250,Hobart
250T Grove #2,70m,40T,2.5,,250,Hobart
250T Grove #2,70m,80T,2.5,,250,Hobart
300T Grove,80m,16.5T,2.5,,300,Launceston
300T Grove,80m,35.5T,2.5,,300,Launceston
300T Grove,80m,54.5T,2.5,,300,Launceston
300T Grove,80m,74.5T,2.5,,300,Launceston
300T Grove,80m,92.5T,2.5,,300,Launceston
7T Tadpole,21m,,3.0,4.9,7,Launceston
13T Kato,24m,,3.0,8.2,13,Launceston
40T All Terrain Tadano,35m,1.4T ,3.0,31.3,40,Launceston
40T All Terrain Tadano,35m,6.5T,3.0,32.1,40,Launceston
55T Grove,43m,6.6T,3.0,44.5,55,Launceston
,43m,11.5T C/W,3.0,45.0,9999,Unknown
100T Grove,60m,4.5T C/W,3.0,75.0,100,Launceston
,60m,26.2T,3.0,76.0,9999,Unknown
150T Grove,60m,1T,3.0,103.0,150,Launceston
150T Grove,60m,26.3T,3.0,106.0,150,Launceston
150T Grove,60m,44.56T,3.0,108.0,150,Launceston
250T Grove,78.5m,0T,3.0,140.0,250,Launceston
250T Grove,78.5m,16.5T,3.0,140.0,250,Launceston
250T Grove,78.5m,40T,3.0,140.0,250,Launceston
250T Grove,78.5m,50T,3.0,140.0,250,Launceston
250T Grove,78.5,70T,3.0,140.0,250,Launceston
250T Grove,78.5m,80T,3.0,140.0,250,Launceston
300T Grove,80m,16.5T,3.0,182.0,300,Launceston
300T Grove,80m,35.5T,3.0,185.0,300,Launceston
300T Grove,80m,54.5T,3.0,188.0,300,Launceston
300T Grove,80m,74.5T,3.0,190.0,300,Launceston
300T Grove,80m,92.5T,3.0,190.0,300,Launceston
,,,3.0,,9999,Unknown
2.8T Maeda,8.5m,0,3.0,1.22,2,Hobart
4T Maeda,16.4m,0,3.0,,4,Hobart
13T Kato,24m,0,3.0,8.2,13,Launceston
25T    Kato,31m,0,3.0,20.0,25,Hobart
25T Kato City,29m,0,3.0,22.0,25,Hobart
35T Demag,37.4m,2.5T,3.0,35.0,35,Hobart
35T Demag,37.4m,5.5T,3.0,35.0,35,Hobart
40T Franna,Static,,3.0,25.0,40,Hobart
40T Franna,Mobile,,3.0,22.3,40,Hobart
40T Franna,,,3.0,20.3,40,Hobart
60T Demag,44m,4.6T,3.0,50.0,60,Hobart
60T Demag,44m,11.6T,3.0,51.5,60,Hobart
60T Demag #2,50m,4.7T,3.0,39.5,60,Hobart
60T Demag #2,50m,12.1T,3.0,39.5,60,Hobart
100T Liehbherr,52m,11.5T,3.0,83.0,100,Hobart
100T Liehbherr,52m,35T,3.0,95.0,100,Hobart
220T Tadano,68m,0T,3.0,163.5,220,Hobart
220T Tadano,68m,23.5T,3.0,180.0,220,Hobart
220T Tadano,68m,47T,3.0,180.0,220,Hobart
220T Tadano,68m,71T,3.0,180.0,220,Hobart
250T Grove #2,70m,0T,3.0,151.0,250,Hobart
250T Grove #2,70m,16.5T,3.0,155.0,250,Hobart
250T Grove #2,70m,40T,3.0,158.0,250,Hobart
250T Grove #2,70m,80T,3.0,250.0,250,Hobart
300T Grove,80m,16.5T,3.0,182.0,300,Launceston
300T Grove,80m,35.5T,3.0,185.0,300,Launceston
300T Grove,80m,54.5T,3.0,188.0,300,Launceston
300T Grove,80m,74.5T,3.0,190.0,300,Launceston
300T Grove,80m,92.5T,3.0,90.0,300,Launceston
7T Tadpole,21m,,3.5,4.9,7,Launceston
13T Kato,24m,,3.5,7.0,13,Launceston
40T All Terrain Tadano,35m,1.4T ,3.5,28.0,40,Launceston
40T All Terrain Tadano,35m,6.5T,3.5,29.0,40,Launceston
55T Grove,43m,6.6T,3.5,,55,Launceston
,43m,11.5T C/W,3.5,,9999,Unknown
100T Grove,60m,4.5T C/W,3.5,,100,Launceston
,60m,26.2T,3.5,,9999,Unknown
150T Grove,60m,1T,3.5,,150,Launceston
150T Grove,60m,26.3T,3.5,,150,Launceston
150T Grove,60m,44.56T,3.5,,150,Launceston
250T Grove,78.5m,0T,3.5,,250,Launceston
250T Grove,78.5m,16.5T,3.5,,250,Launceston
250T Grove,78.5m,40T,3.5,,250,Launceston
250T Grove,78.5m,50T,3.5,,250,Launceston
250T Grove,78.5,70T,3.5,,250,Launceston
250T Grove,78.5m,80T,3.5,,250,Launceston
300T Grove,80m,16.5T,3.5,,300,Launceston
300T Grove,80m,35.5T,3.5,,300,Launceston
300T Grove,80m,54.5T,3.5,,300,Launceston
300T Grove,80m,74.5T,3.5,,300,Launceston
300T Grove,80m,92.5T,3.5,,300,Launceston
,,,3.5,,9999,Unknown
2.8T Maeda,8.5m,0,3.5,0.97,2,Hobart
4T Maeda,16.4m,0,3.5,3.03,4,Hobart
13T Kato,24m,0,3.5,7.0,13,Launceston
25T    Kato,31m,0,3.5,20.0,25,Hobart
25T Kato City,29m,0,3.5,20.0,25,Hobart
35T Demag,37.4m,2.5T,3.5,27.45,35,Hobart
35T Demag,37.4m,5.5T,3.5,30.15,35,Hobart
40T Franna,Static,,3.5,23.8,40,Hobart
40T Franna,Mobile,,3.5,21.2,40,Hobart
40T Franna,,,3.5,19.5,40,Hobart
60T Demag,44m,4.6T,3.5,45.0,60,Hobart
60T Demag,44m,11.6T,3.5,47.6,60,Hobart
60T Demag #2,50m,4.7T,3.5,39.5,60,Hobart
60T Demag #2,50m,12.1T,3.5,39.5,60,Hobart
100T Liehbherr,52m,11.5T,3.5,77.0,100,Hobart
100T Liehbherr,52m,35T,3.5,86.0,100,Hobart
220T Tadano,68m,0T,3.5,141.0,220,Hobart
220T Tadano,68m,23.5T,3.5,158.0,220,Hobart
220T Tadano,68m,47T,3.5,169.0,220,Hobart
220T Tadano,68m,71T,3.5,169.5,220,Hobart
250T Grove #2,70m,0T,3.5,,250,Hobart
250T Grove #2,70m,16.5T,3.5,,250,Hobart
250T Grove #2,70m,40T,3.5,,250,Hobart
250T Grove #2,70m,80T,3.5,,250,Hobart
300T Grove,80m,16.5T,3.5,,300,Launceston
300T Grove,80m,35.5T,3.5,,300,Launceston
300T Grove,80m,54.5T,3.5,,300,Launceston
300T Grove,80m,74.5T,3.5,,300,Launceston
300T Grove,80m,92.5T,3.5,,300,Launceston
7T Tadpole,21m,,4.0,4.55,7,Launceston
13T Kato,24m,,4.0,6.1,13,Launceston
40T All Terrain Tadano,35m,1.4T ,4.0,24.9,40,Launceston
40T All Terrain Tadano,35m,6.5T,4.0,30.6,40,Launceston
55T Grove,43m,6.6T,4.0,37.0,55,Launceston
,43m,11.5T C/W,4.0,37.0,9999,Unknown
100T Grove,60m,4.5T C/W,4.0,63.0,100,Launceston
,60m,26.2T,4.0,64.0,9999,Unknown
150T Grove,60m,1T,4.0,85.5,150,Launceston
150T Grove,60m,26.3T,4.0,89.5,150,Launceston
150T Grove,60m,44.56T,4.0,91.5,150,Launceston
250T Grove,78.5m,0T,4.0,127.0,250,Launceston
250T Grove,78.5m,16.5T,4.0,130.0,250,Launceston
250T Grove,78.5m,40T,4.0,134.0,250,Launceston
250T Grove,78.5m,50T,4.0,136.0,250,Launceston
250T Grove,78.5,70T,4.0,139.0,250,Launceston
250T Grove,78.5m,80T,4.0,140.0,250,Launceston
300T Grove,80m,16.5T,4.0,152.0,300,Launceston
300T Grove,80m,35.5T,4.0,157.0,300,Launceston
300T Grove,80m,54.5T,4.0,160.0,300,Launceston
300T Grove,80m,74.5T,4.0,163.0,300,Launceston
300T Grove,80m,92.5T,4.0,165.0,300,Launceston
,,,4.0,,9999,Unknown
2.8T Maeda,8.5m,0,4.0,0.78,2,Hobart
4T Maeda,16.4m,0,4.0,2.58,4,Hobart
13T Kato,24m,0,4.0,6.1,13,Launceston
25T    Kato,31m,0,4.0,18.0,25,Hobart
25T Kato City,29m,0,4.0,17.0,25,Hobart
35T Demag,37.4m,2.5T,4.0,24.4,35,Hobart
35T Demag,37.4m,5.5T,4.0,27.75,35,Hobart
40T Franna,Static,,4.0,18.6,40,Hobart
40T Franna,Mobile,,4.0,16.5,40,Hobart
40T Franna,,,4.0,15.2,40,Hobart
60T Demag,44m,4.6T,4.0,41.0,60,Hobart
60T Demag,44m,11.6T,4.0,42.7,60,Hobart
60T Demag #2,50m,4.7T,4.0,37.2,60,Hobart
60T Demag #2,50m,12.1T,4.0,38.1,60,Hobart
100T Liehbherr,52m,11.5T,4.0,69.0,100,Hobart
100T Liehbherr,52m,35T,4.0,78.0,100,Hobart
220T Tadano,68m,0T,4.0,122.5,220,Hobart
220T Tadano,68m,23.5T,4.0,138.5,220,Hobart
220T Tadano,68m,47T,4.0,154.0,220,Hobart
220T Tadano,68m,71T,4.0,160.0,220,Hobart
250T Grove #2,70m,0T,4.0,127.0,250,Hobart
250T Grove #2,70m,16.5T,4.0,130.0,250,Hobart
250T Grove #2,70m,40T,4.0,135.0,250,Hobart
250T Grove #2,70m,80T,4.0,140.0,250,Hobart
300T Grove,80m,16.5T,4.0,152.0,300,Launceston
300T Grove,80m,35.5T,4.0,157.0,300,Launceston
300T Grove,80m,54.5T,4.0,160.0,300,Launceston
300T Grove,80m,74.5T,4.0,163.0,300,Launceston
300T Grove,80m,92.5T,4.0,165.0,300,Launceston
7T Tadpole,21m,,4.5,3.85,7,Launceston
13T Kato,24m,,4.5,5.5,13,Launceston
40T All Terrain Tadano,35m,1.4T ,4.5,22.2,40,Launceston
40T All Terrain Tadano,35m,6.5T,4.5,27.0,40,Launceston
55T Grove,43m,6.6T,4.5,,55,Launceston
,43m,11.5T C/W,4.5,,9999,Unknown
100T Grove,60m,4.5T C/W,4.5,,100,Launceston
,60m,26.2T,4.5,,9999,Unknown
150T Grove,60m,1T,4.5,,150,Launceston
150T Grove,60m,26.3T,4.5,,150,Launceston
150T Grove,60m,44.56T,4.5,,150,Launceston
250T Grove,78.5m,0T,4.5,,250,Launceston
250T Grove,78.5m,16.5T,4.5,,250,Launceston
250T Grove,78.5m,40T,4.5,,250,Launceston
250T Grove,78.5m,50T,4.5,,250,Launceston
250T Grove,78.5,70T,4.5,,250,Launceston
250T Grove,78.5m,80T,4.5,,250,Launceston
300T Grove,80m,16.5T,4.5,,300,Launceston
300T Grove,80m,35.5T,4.5,,300,Launceston
300T Grove,80m,54.5T,4.5,,300,Launceston
300T Grove,80m,74.5T,4.5,,300,Launceston
300T Grove,80m,92.5T,4.5,,300,Launceston
,,,4.5,,9999,Unknown
2.8T Maeda,8.5m,0,4.5,0.63,2,Hobart
4T Maeda,16.4m,0,4.5,1.93,4,Hobart
13T Kato,24m,0,4.5,5.5,13,Launceston
25T    Kato,31m,0,4.5,16.3,25,Hobart
25T Kato City,29m,0,4.5,15.0,25,Hobart
35T Demag,37.4m,2.5T,4.5,21.8,35,Hobart
35T Demag,37.4m,5.5T,4.5,25.0,35,Hobart
40T Franna,Static,,4.5,,40,Hobart
40T Franna,Mobile,,4.5,,40,Hobart
40T Franna,,,4.5,,40,Hobart
60T Demag,44m,4.6T,4.5,37.0,60,Hobart
60T Demag,44m,11.6T,4.5,38.5,60,Hobart
60T Demag #2,50m,4.7T,4.5,34.3,60,Hobart
60T Demag #2,50m,12.1T,4.5,35.6,60,Hobart
100T Liehbherr,52m,11.5T,4.5,62.0,100,Hobart
100T Liehbherr,52m,35T,4.5,71.0,100,Hobart
220T Tadano,68m,0T,4.5,108.0,220,Hobart
220T Tadano,68m,23.5T,4.5,123.0,220,Hobart
220T Tadano,68m,47T,4.5,137.0,220,Hobart
220T Tadano,68m,71T,4.5,150.5,220,Hobart
250T Grove #2,70m,0T,4.5,,250,Hobart
250T Grove #2,70m,16.5T,4.5,,250,Hobart
250T Grove #2,70m,40T,4.5,,250,Hobart
250T Grove #2,70m,80T,4.5,,250,Hobart
300T Grove,80m,16.5T,4.5,,300,Launceston
300T Grove,80m,35.5T,4.5,,300,Launceston
300T Grove,80m,54.5T,4.5,,300,Launceston
300T Grove,80m,74.5T,4.5,,300,Launceston
300T Grove,80m,92.5T,4.5,,300,Launceston
7T Tadpole,21m,,5.0,3.25,7,Launceston
13T Kato,24m,,5.0,5.0,13,Launceston
40T All Terrain Tadano,35m,1.4T ,5.0,19.7,40,Launceston
40T All Terrain Tadano,35m,6.5T,5.0,24.1,40,Launceston
55T Grove,43m,6.6T,5.0,30.5,55,Launceston
,43m,11.5T C/W,5.0,31.5,9999,Unknown
100T Grove,60m,4.5T C/W,5.0,54.0,100,Launceston
,60m,26.2T,5.0,55.0,9999,Unknown
150T Grove,60m,1T,5.0,67.0,150,Launceston
150T Grove,60m,26.3T,5.0,77.0,150,Launceston
150T Grove,60m,44.56T,5.0,78.5,150,Launceston
250T Grove,78.5m,0T,5.0,88.5,250,Launceston
250T Grove,78.5m,16.5T,5.0,111.0,250,Launceston
250T Grove,78.5m,40T,5.0,116.0,250,Launceston
250T Grove,78.5m,50T,5.0,117.0,250,Launceston
250T Grove,78.5,70T,5.0,120.0,250,Launceston
250T Grove,78.5m,80T,5.0,121.0,250,Launceston
300T Grove,80m,16.5T,5.0,131.0,300,Launceston
300T Grove,80m,35.5T,5.0,135.0,300,Launceston
300T Grove,80m,54.5T,5.0,139.0,300,Launceston
300T Grove,80m,74.5T,5.0,142.0,300,Launceston
300T Grove,80m,92.5T,5.0,144.0,300,Launceston
,,,5.0,,9999,Unknown
2.8T Maeda,8.5m,0,5.0,0.53,2,Hobart
4T Maeda,16.4m,0,5.0,2.03,4,Hobart
13T Kato,24m,0,5.0,5.0,13,Launceston
25T    Kato,31m,0,5.0,14.85,25,Hobart
25T Kato City,29m,0,5.0,13.0,25,Hobart
35T Demag,37.4m,2.5T,5.0,19.5,35,Hobart
35T Demag,37.4m,5.5T,5.0,22.3,35,Hobart
40T Franna,Static,,5.0,16.2,40,Hobart
40T Franna,Mobile,,5.0,14.4,40,Hobart
40T Franna,,,5.0,13.2,40,Hobart
60T Demag,44m,4.6T,5.0,35.0,60,Hobart
60T Demag,44m,11.6T,5.0,36.0,60,Hobart
60T Demag #2,50m,4.7T,5.0,31.8,60,Hobart
60T Demag #2,50m,12.1T,5.0,33.4,60,Hobart
100T Liehbherr,52m,11.5T,5.0,56.0,100,Hobart
100T Liehbherr,52m,35T,5.0,65.0,100,Hobart
220T Tadano,68m,0T,5.0,96.4,220,Hobart
220T Tadano,68m,23.5T,5.0,110.0,220,Hobart
220T Tadano,68m,47T,5.0,123.0,220,Hobart
220T Tadano,68m,71T,5.0,135.5,220,Hobart
250T Grove #2,70m,0T,5.0,87.5,250,Hobart
250T Grove #2,70m,16.5T,5.0,111.0,250,Hobart
250T Grove #2,70m,40T,5.0,115.0,250,Hobart
250T Grove #2,70m,80T,5.0,121.0,250,Hobart
300T Grove,80m,16.5T,5.0,131.0,300,Launceston
300T Grove,80m,35.5T,5.0,135.0,300,Launceston
300T Grove,80m,54.5T,5.0,139.0,300,Launceston
300T Grove,80m,74.5T,5.0,142.0,300,Launceston
300T Grove,80m,92.5T,5.0,144.0,300,Launceston
7T Tadpole,21m,,5.5,2.8,7,Launceston
13T Kato,24m,,5.5,4.5,13,Launceston
40T All Terrain Tadano,35m,1.4T ,5.5,,40,Launceston
40T All Terrain Tadano,35m,6.5T,5.5,,40,Launceston
55T Grove,43m,6.6T,5.5,,55,Launceston
,43m,11.5T C/W,5.5,,9999,Unknown
100T Grove,60m,4.5T C/W,5.5,,100,Launceston
,60m,26.2T,5.5,,9999,Unknown
150T Grove,60m,1T,5.5,,150,Launceston
150T Grove,60m,26.3T,5.5,,150,Launceston
150T Grove,60m,44.56T,5.5,,150,Launceston
250T Grove,78.5m,0T,5.5,,250,Launceston
250T Grove,78.5m,16.5T,5.5,,250,Launceston
250T Grove,78.5m,40T,5.5,,250,Launceston
250T Grove,78.5m,50T,5.5,,250,Launceston
250T Grove,78.5,70T,5.5,,250,Launceston
250T Grove,78.5m,80T,5.5,,250,Launceston
300T Grove,80m,16.5T,5.5,,300,Launceston
300T Grove,80m,35.5T,5.5,,300,Launceston
300T Grove,80m,54.5T,5.5,,300,Launceston
300T Grove,80m,74.5T,5.5,,300,Launceston
300T Grove,80m,92.5T,5.5,,300,Launceston
,,,5.5,,9999,Unknown
2.8T Maeda,8.5m,0,5.5,0.43,2,Hobart
4T Maeda,16.4m,0,5.5,,4,Hobart
13T Kato,24m,0,5.5,4.5,13,Launceston
25T    Kato,31m,0,5.5,13.65,25,Hobart
25T Kato City,29m,0,5.5,13.0,25,Hobart
35T Demag,37.4m,2.5T,5.5,,35,Hobart
35T Demag,37.4m,5.5T,5.5,,35,Hobart
40T Franna,Static,,5.5,,40,Hobart
40T Franna,Mobile,,5.5,,40,Hobart
40T Franna,,,5.5,,40,Hobart
60T Demag,44m,4.6T,5.5,,60,Hobart
60T Demag,44m,11.6T,5.5,,60,Hobart
60T Demag #2,50m,4.7T,5.5,,60,Hobart
60T Demag #2,50m,12.1T,5.5,,60,Hobart
100T Liehbherr,52m,11.5T,5.5,,100,Hobart
100T Liehbherr,52m,35T,5.5,,100,Hobart
220T Tadano,68m,0T,5.5,,220,Hobart
220T Tadano,68m,23.5T,5.5,,220,Hobart
220T Tadano,68m,47T,5.5,,220,Hobart
220T Tadano,68m,71T,5.5,,220,Hobart
250T Grove #2,70m,0T,5.5,,250,Hobart
250T Grove #2,70m,16.5T,5.5,,250,Hobart
250T Grove #2,70m,40T,5.5,,250,Hobart
250T Grove #2,70m,80T,5.5,,250,Hobart
300T Grove,80m,16.5T,5.5,,300,Launceston
300T Grove,80m,35.5T,5.5,,300,Launceston
300T Grove,80m,54.5T,5.5,,300,Launceston
300T Grove,80m,74.5T,5.5,,300,Launceston
300T Grove,80m,92.5T,5.5,,300,Launceston
7T Tadpole,21m,,6.0,2.45,7,Launceston
13T Kato,24m,,6.0,4.1,13,Launceston
40T All Terrain Tadano,35m,1.4T ,6.0,14.2,40,Launceston
40T All Terrain Tadano,35m,6.5T,6.0,19.6,40,Launceston
55T Grove,43m,6.6T,6.0,24.5,55,Launceston
,43m,11.5T C/W,6.0,26.5,9999,Unknown
100T Grove,60m,4.5T C/W,6.0,42.5,100,Launceston
,60m,26.2T,6.0,48.0,9999,Unknown
150T Grove,60m,1T,6.0,47.5,150,Launceston
150T Grove,60m,26.3T,6.0,67.5,150,Launceston
150T Grove,60m,44.56T,6.0,69.0,150,Launceston
250T Grove,78.5m,0T,6.0,59.0,250,Launceston
250T Grove,78.5m,16.5T,6.0,92.5,250,Launceston
250T Grove,78.5m,40T,6.0,101.0,250,Launceston
250T Grove,78.5m,50T,6.0,102.0,250,Launceston
250T Grove,78.5,70T,6.0,105.0,250,Launceston
250T Grove,78.5m,80T,6.0,106.0,250,Launceston
300T Grove,80m,16.5T,6.0,111.0,300,Launceston
300T Grove,80m,35.5T,6.0,117.0,300,Launceston
300T Grove,80m,54.5T,6.0,121.0,300,Launceston
300T Grove,80m,74.5T,6.0,125.0,300,Launceston
300T Grove,80m,92.5T,6.0,127.0,300,Launceston
,,,6.0,,9999,Unknown
2.8T Maeda,8.5m,0,6.0,0.38,2,Hobart
4T Maeda,16.4m,0,6.0,1.68,4,Hobart
13T Kato,24m,0,6.0,4.1,13,Launceston
25T    Kato,31m,0,6.0,12.3,25,Hobart
25T Kato City,29m,0,6.0,12.0,25,Hobart
35T Demag,37.4m,2.5T,6.0,15.5,35,Hobart
35T Demag,37.4m,5.5T,6.0,17.8,35,Hobart
40T Franna,Static,,6.0,12.8,40,Hobart
40T Franna,Mobile,,6.0,11.4,40,Hobart
40T Franna,,,6.0,10.4,40,Hobart
60T Demag,44m,4.6T,6.0,28.8,60,Hobart
60T Demag,44m,11.6T,6.0,31.7,60,Hobart
60T Demag #2,50m,4.7T,6.0,25.7,60,Hobart
60T Demag #2,50m,12.1T,6.0,29.2,60,Hobart
100T Liehbherr,52m,11.5T,6.0,45.5,100,Hobart
100T Liehbherr,52m,35T,6.0,55.0,100,Hobart
220T Tadano,68m,0T,6.0,68.9,220,Hobart
220T Tadano,68m,23.5T,6.0,90.5,220,Hobart
220T Tadano,68m,47T,6.0,102.0,220,Hobart
220T Tadano,68m,71T,6.0,112.5,220,Hobart
